FishID,Release_Group_binned,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
678,1,11.347395833333334,11.347395833333334,10.2778125,10.237916666666665,10.125885416666668,10.575104166666666,10.708385416666665,10.750833333333333,10.554739583333333,10.737135416666668,10.326510416666666,10.566614583333333,12.141510416666666,12.658333333333333,12.373333333333335,13.04640625,13.647291666666666,12.787760416666666,11.840520833333333,10.49,10.663333333333334,11.192812499999999,11.322552083333333,10.848697916666666,10.488333333333333,10.151510416666667,10.8965625,10.572239583333332,10.475885416666667,11.2896875,11.684270833333333,10.719895833333334,11.2140625,11.219010416666666,11.114427083333332,10.673958333333331,11.001927083333333,11.533385416666667,12.271770833333335,12.405729166666667,11.480885416666668,11.291197916666668,11.197916666666666,11.639635416666668,11.599114583333334,11.00578125,11.340520833333333,12.789739583333333,15.360989583333332,15.6128125,15.358541666666666,14.305260416666666
679,1,11.347395833333334,11.347395833333334,10.2778125,10.237916666666665,10.125885416666668,10.575104166666666,10.708385416666665,10.750833333333333,10.554739583333333,10.737135416666668,10.326510416666666,10.566614583333333,12.141510416666666,12.658333333333333,12.373333333333335,13.04640625,13.647291666666666,12.787760416666666,11.840520833333333,10.49,10.663333333333334,11.192812499999999,11.322552083333333,10.848697916666666,10.488333333333333,10.151510416666667,10.8965625,10.572239583333332,10.475885416666667,11.2896875,11.684270833333333,10.719895833333334,11.2140625,11.219010416666666,11.114427083333332,10.673958333333331,11.001927083333333,11.533385416666667,12.271770833333335,12.405729166666667,11.480885416666668,11.291197916666668,11.197916666666666,11.639635416666668,11.599114583333334,11.00578125,11.340520833333333,12.789739583333333,15.360989583333332,15.6128125,15.358541666666666,14.305260416666666
680,1,11.347395833333334,11.347395833333334,10.2778125,10.237916666666665,10.125885416666668,10.575104166666666,10.708385416666665,10.750833333333333,10.554739583333333,10.737135416666668,10.326510416666666,10.566614583333333,12.141510416666666,12.658333333333333,12.373333333333335,13.04640625,13.647291666666666,12.787760416666666,11.840520833333333,10.49,10.663333333333334,11.192812499999999,11.322552083333333,10.848697916666666,10.488333333333333,10.151510416666667,10.8965625,10.572239583333332,10.475885416666667,11.2896875,NA,10.719895833333334,NA,NA,11.114427083333332,NA,11.001927083333333,11.533385416666667,12.271770833333335,12.405729166666667,11.480885416666668,11.291197916666668,11.197916666666666,11.639635416666668,11.599114583333334,11.00578125,11.340520833333333,12.789739583333333,15.360989583333332,15.6128125,15.358541666666666,14.305260416666666
681,1,11.347395833333334,11.347395833333334,10.2778125,10.237916666666665,10.125885416666668,10.575104166666666,10.708385416666665,10.750833333333333,10.554739583333333,10.737135416666668,10.326510416666666,10.566614583333333,12.141510416666666,12.658333333333333,12.373333333333335,13.04640625,13.647291666666666,12.787760416666666,11.840520833333333,10.49,10.663333333333334,11.192812499999999,11.322552083333333,10.848697916666666,10.488333333333333,10.151510416666667,10.8965625,10.572239583333332,10.475885416666667,11.2896875,11.684270833333333,10.719895833333334,11.2140625,11.219010416666666,11.114427083333332,10.673958333333331,11.001927083333333,11.533385416666667,12.271770833333335,12.405729166666667,11.480885416666668,11.291197916666668,11.197916666666666,11.639635416666668,11.599114583333334,11.00578125,11.340520833333333,12.789739583333333,15.360989583333332,15.6128125,15.358541666666666,14.305260416666666
682,1,11.347395833333334,11.347395833333334,10.2778125,10.237916666666665,10.125885416666668,10.575104166666666,10.708385416666665,10.750833333333333,10.554739583333333,10.737135416666668,10.326510416666666,10.566614583333333,12.141510416666666,12.658333333333333,12.373333333333335,13.04640625,13.647291666666666,12.787760416666666,11.840520833333333,10.49,10.663333333333334,11.192812499999999,11.322552083333333,10.848697916666666,10.488333333333333,10.151510416666667,10.8965625,10.572239583333332,10.475885416666667,11.2896875,11.684270833333333,10.719895833333334,11.2140625,11.219010416666666,11.114427083333332,10.673958333333331,11.001927083333333,11.533385416666667,12.271770833333335,12.405729166666667,11.480885416666668,11.291197916666668,11.197916666666666,11.639635416666668,11.599114583333334,11.00578125,11.340520833333333,12.789739583333333,15.360989583333332,15.6128125,15.358541666666666,14.305260416666666
683,1,11.347395833333334,11.347395833333334,10.2778125,10.237916666666665,10.125885416666668,10.575104166666666,10.708385416666665,10.750833333333333,10.554739583333333,10.737135416666668,10.326510416666666,10.566614583333333,12.141510416666666,12.658333333333333,12.373333333333335,13.04640625,13.647291666666666,12.787760416666666,11.840520833333333,10.49,10.663333333333334,11.192812499999999,11.322552083333333,10.848697916666666,10.488333333333333,10.151510416666667,10.8965625,10.572239583333332,10.475885416666667,11.2896875,11.684270833333333,NA,11.2140625,11.219010416666666,11.114427083333332,10.673958333333331,11.001927083333333,11.533385416666667,12.271770833333335,12.405729166666667,11.480885416666668,11.291197916666668,11.197916666666666,11.639635416666668,11.599114583333334,11.00578125,11.340520833333333,12.789739583333333,15.360989583333332,15.6128125,15.358541666666666,14.305260416666666
684,1,11.347395833333334,11.347395833333334,10.2778125,10.237916666666665,10.125885416666668,10.575104166666666,10.708385416666665,10.750833333333333,10.554739583333333,10.737135416666668,10.326510416666666,10.566614583333333,12.141510416666666,12.658333333333333,12.373333333333335,13.04640625,13.647291666666666,12.787760416666666,11.840520833333333,10.49,10.663333333333334,11.192812499999999,11.322552083333333,10.848697916666666,10.488333333333333,10.151510416666667,10.8965625,10.572239583333332,10.475885416666667,11.2896875,11.684270833333333,10.719895833333334,11.2140625,11.219010416666666,11.114427083333332,10.673958333333331,11.001927083333333,11.533385416666667,12.271770833333335,12.405729166666667,11.480885416666668,11.291197916666668,11.197916666666666,11.639635416666668,11.599114583333334,11.00578125,11.340520833333333,12.789739583333333,15.360989583333332,15.6128125,15.358541666666666,14.305260416666666
685,1,11.347395833333334,11.347395833333334,10.2778125,10.237916666666665,10.125885416666668,10.575104166666666,10.708385416666665,10.750833333333333,10.554739583333333,10.737135416666668,10.326510416666666,10.566614583333333,12.141510416666666,12.658333333333333,12.373333333333335,13.04640625,13.647291666666666,12.787760416666666,11.840520833333333,10.49,10.663333333333334,11.192812499999999,11.322552083333333,10.848697916666666,10.488333333333333,10.151510416666667,10.8965625,10.572239583333332,10.475885416666667,11.2896875,11.684270833333333,10.719895833333334,11.2140625,11.219010416666666,11.114427083333332,10.673958333333331,11.001927083333333,11.533385416666667,12.271770833333335,12.405729166666667,11.480885416666668,11.291197916666668,11.197916666666666,11.639635416666668,11.599114583333334,11.00578125,11.340520833333333,12.789739583333333,15.360989583333332,15.6128125,15.358541666666666,14.305260416666666
686,1,11.347395833333334,11.347395833333334,10.2778125,10.237916666666665,10.125885416666668,10.575104166666666,10.708385416666665,10.750833333333333,10.554739583333333,10.737135416666668,10.326510416666666,10.566614583333333,12.141510416666666,12.658333333333333,12.373333333333335,13.04640625,13.647291666666666,12.787760416666666,11.840520833333333,10.49,10.663333333333334,11.192812499999999,11.322552083333333,10.848697916666666,10.488333333333333,10.151510416666667,10.8965625,10.572239583333332,10.475885416666667,11.2896875,11.684270833333333,10.719895833333334,11.2140625,11.219010416666666,11.114427083333332,10.673958333333331,11.001927083333333,11.533385416666667,12.271770833333335,12.405729166666667,11.480885416666668,11.291197916666668,11.197916666666666,11.639635416666668,11.599114583333334,11.00578125,11.340520833333333,12.789739583333333,15.360989583333332,15.6128125,15.358541666666666,14.305260416666666
687,1,11.347395833333334,11.347395833333334,10.2778125,10.237916666666665,10.125885416666668,10.575104166666666,10.708385416666665,10.750833333333333,10.554739583333333,10.737135416666668,10.326510416666666,10.566614583333333,12.141510416666666,12.658333333333333,12.373333333333335,13.04640625,13.647291666666666,12.787760416666666,11.840520833333333,10.49,10.663333333333334,11.192812499999999,11.322552083333333,10.848697916666666,10.488333333333333,10.151510416666667,10.8965625,10.572239583333332,10.475885416666667,11.2896875,11.684270833333333,10.719895833333334,11.2140625,11.219010416666666,11.114427083333332,10.673958333333331,11.001927083333333,11.533385416666667,12.271770833333335,12.405729166666667,11.480885416666668,11.291197916666668,11.197916666666666,11.639635416666668,11.599114583333334,11.00578125,11.340520833333333,12.789739583333333,15.360989583333332,15.6128125,15.358541666666666,14.305260416666666
